input_gibberish,target_correct,shift_type
0f9c7cdfxy80,producership,L_DOWN__R_UP
o8hwa,linea,L_LEFT__R_UP
pillstlry,pillarlet,L_RIGHT__R_STAY
abaeribuib,anaerobion,L_STAY__R_LEFT
xw;opeeja[ju,celiorrhaphy,L_LEFT__R_RIGHT
"vstfopd[sd,",cardiospasm,L_RIGHT__R_RIGHT
ybswefeasyarwbwaa,undergraduateness,L_LEFT__R_LEFT
rwisypt,equator,L_RIGHT__R_RIGHT
hzfpsixd,harpwise,L_DOWN__R_STAY
fkunnweurw,glimmerite,L_LEFT__R_LEFT
"3q4;ep,",earldom,L_UP__R_RIGHT
mzxlfz,masora,L_DOWN__R_DOWN
qorjmwaa,withness,L_LEFT__R_RIGHT
cixvibufd,disfigure,L_DOWN__R_STAY
j9eaow,morale,L_LEFT__R_UP
9vy9nrt,october,L_RIGHT__R_UP
vsdys.ksn,castalian,L_RIGHT__R_DOWN
pzingpog,paintpot,L_DOWN__R_STAY
ybsgrew,unshrew,L_STAY__R_LEFT
"rpptwpr,",rootworm,L_STAY__R_RIGHT
5354qwqddhq4ie3,tetrasaccharide,L_UP__R_STAY
choldfophobiz,cholerophobia,L_DOWN__R_STAY
mjtkstkc,mutistic,L_STAY__R_DOWN
sdininr,asinine,L_RIGHT__R_STAY
caffusi,caffiso,L_STAY__R_LEFT
",qgq4e",kabard,L_UP__R_DOWN
dk;.lclrka,diplocoria,L_STAY__R_DOWN
sa;ofoab;e,salifiable,L_STAY__R_RIGHT
xarjaeo,cathari,L_LEFT__R_RIGHT
xupdfzfbigfzfy,superarbitrary,L_DOWN__R_STAY
amp[ostjpgra[joc,anopisthographic,L_STAY__R_RIGHT
jinbldf,jingler,L_DOWN__R_STAY
d4iqj,croak,L_UP__R_LEFT
clcn.dzfkvl.kzgd,cochlearifoliate,L_DOWN__R_DOWN
tropmucjpodeacjod,trionychoideachid,L_STAY__R_RIGHT
l.ktlw53mlnljw,oligostemonous,L_UP__R_DOWN
haplopwraloua,haplopetalous,L_LEFT__R_STAY
glu3w5odkint,bluestocking,L_UP__R_STAY
chzcgd,chacte,L_DOWN__R_STAY
dminnomh;u,snubbingly,L_RIGHT__R_RIGHT
dlof,slod,L_RIGHT__R_STAY
7h438hw5q53e,unreinstated,L_UP__R_UP
dwes8as,ferdiad,L_LEFT__R_UP
qu5o5hqumq5u4tiw5,autothaumaturgist,L_UP__R_STAY
ra7r9a6ooav8x,tautosyllabic,L_LEFT__R_UP
rjvj.aeksan,tubularidan,L_LEFT__R_DOWN
lonbiczuczl,longicaudal,L_DOWN__R_STAY
unaxwprwews,unsceptered,L_LEFT__R_STAY
g9hbz,tonga,L_DOWN__R_UP
8th9go6,ignobly,L_UP__R_UP
"dra,atocs",dramatics,L_STAY__R_RIGHT
ntpmvjpyu[jpof,bronchotyphoid,L_RIGHT__R_RIGHT
abrunuaauib,antimission,L_LEFT__R_LEFT
pho5o,photo,L_UP__R_STAY
fkvrnytknr,dicentrine,L_RIGHT__R_DOWN
8ooq0wqgo3,illapsable,L_UP__R_UP
ybgitestf,unforward,L_RIGHT__R_LEFT
aeviewaxwbr,arborescent,L_LEFT__R_LEFT
hrtbsd,gervas,L_RIGHT__R_LEFT
ciwt,cowy,L_STAY__R_LEFT
pdfixphincgdx,perisphinctes,L_DOWN__R_STAY
gy44ubt,burring,L_UP__R_LEFT
brobryerrf,velvetweed,L_RIGHT__R_UP
unxuppoxzbld,unsupposable,L_DOWN__R_STAY
mjwwk3jqn,jussieuan,L_UP__R_DOWN
bibretyrbabke,nonreturnable,L_STAY__R_LEFT
dpgq;5or34piw,cobaltiferous,L_UP__R_RIGHT
bey99v8hgo6,behoovingly,L_STAY__R_UP
awmimafnwrix,semimagnetic,L_LEFT__R_STAY
1uqliridq5o4y,qualificatory,L_UP__R_STAY
oagubart,paginary,L_STAY__R_LEFT
06t9hs0yyys,pyronaphtha,L_RIGHT__R_UP
cnkmaerlkd,chimaeroid,L_STAY__R_DOWN
aqurxgfwae,switchgear,L_LEFT__R_LEFT
bewudiw,bewidow,L_STAY__R_LEFT
vitoydvykiyd,corpusculous,L_RIGHT__R_LEFT
08s8strateah,pisistratean,L_STAY__R_UP
bphi;,vogul,L_RIGHT__R_RIGHT
.kmlnk5kaq5kln,limonitization,L_UP__R_DOWN
ak.cwevllm,silverboom,L_LEFT__R_DOWN
omsppe,indoor,L_LEFT__R_RIGHT
bibcibfurnatuib,nonconfirmation,L_STAY__R_LEFT
fomesto;;er,finestiller,L_STAY__R_RIGHT
unwymgolidql,unsymbolical,L_UP__R_STAY
j7o35q,muleta,L_UP__R_UP
fwrravlw,gettable,L_LEFT__R_STAY
x70dfx9vdfd8bh,supersovereign,L_DOWN__R_UP
"w54pgo;orp4,",strobiliform,L_UP__R_RIGHT
m35qllodh4omy,metallochromy,L_UP__R_STAY
8hyrtt70yrt,interrupter,L_RIGHT__R_UP
po35qw543ww,poetastress,L_UP__R_STAY
;elrwelf.h;nlja,proteroglyphous,L_LEFT__R_DOWN
czmdlux,camelus,L_DOWN__R_STAY
dqp4irolium,caprifolium,L_UP__R_STAY
7htr908cao,untropical,L_STAY__R_UP
9cweswcwo90,overdevelop,L_LEFT__R_UP
0trdrtbrtrdd,preserveress,L_RIGHT__R_UP
p;wprjpeaz,oleothorax,L_LEFT__R_RIGHT
aexyrwj0rwe,archtempter,L_LEFT__R_UP
vjs;unoyr,chalybite,L_RIGHT__R_RIGHT
drtorbyubrkt,serpentinely,L_RIGHT__R_LEFT
u443w54qubqgkt,irrestrainably,L_UP__R_LEFT
"[;i,[",plump,L_DOWN__R_RIGHT
orfsbyuvbrdd,pedanticness,L_RIGHT__R_LEFT
xocdfdzm,siderean,L_DOWN__R_RIGHT
zvdbbd,avenge,L_DOWN__R_LEFT
53.ld3n54kd,telocentric,L_UP__R_DOWN
bzcszll,gadwall,L_DOWN__R_STAY
qbi4dguwn,anorchism,L_UP__R_LEFT
nabdikubust,mandolinist,L_STAY__R_LEFT
mr[jr;omoypof,nephelinitoid,L_RIGHT__R_RIGHT
"wijw,weoaroxa;;u",euhemeristically,L_LEFT__R_RIGHT
gfocdmzfu,tricenary,L_DOWN__R_RIGHT
gdnoti,tempyo,L_DOWN__R_LEFT
dp4u;,coryl,L_UP__R_RIGHT
lili[a,kukupa,L_STAY__R_RIGHT
0zgy9bfz0y8czo,pathographical,L_DOWN__R_UP
rnnskk,emball,L_RIGHT__R_LEFT
mryysn;r,nettable,L_RIGHT__R_RIGHT
reuxgirgakkux,trichothallic,L_LEFT__R_LEFT
dlqt3ndh,coagency,L_UP__R_DOWN
amaerheiria,amarthritis,L_LEFT__R_STAY
1i35dj,quetch,L_UP__R_RIGHT
l5ln3d43d5lmh,otonecrectomy,L_UP__R_DOWN
e3on5olotidql,deontological,L_UP__R_STAY
oewewqyuewnwbr,prerequirement,L_LEFT__R_LEFT
nkmq,hima,L_UP__R_DOWN
mheknfl;.aarh,myringoplasty,L_LEFT__R_DOWN
dkvelmjaxj.ae,fibromuscular,L_LEFT__R_DOWN
bzfnmzn,barnman,L_DOWN__R_DOWN
eow[3qd3ri;,dispeaceful,L_UP__R_RIGHT
qb5ibinqw5udqk,antonomastical,L_UP__R_LEFT
reej,reem,L_STAY__R_UP
;trgjnvyklns.,prefunctional,L_RIGHT__R_DOWN
dpfq4oq5opm,covariation,L_UP__R_RIGHT
skcgn.dxx,widthless,L_DOWN__R_DOWN
fdxodcgvyk,respectful,L_DOWN__R_LEFT
3s54q3piphyw3ql,extraepiphyseal,L_UP__R_STAY
wd433hd4qr5,screencraft,L_UP__R_UP
049e8tqo856,prodigality,L_UP__R_UP
wrakib,etalon,L_LEFT__R_LEFT
97rar7s6,outstudy,L_LEFT__R_UP
[ugjzbpfoc,pythagoric,L_DOWN__R_RIGHT
acahty9ce0yaoa,acanthocephala,L_STAY__R_UP
ybxdzndc,unseamed,L_DOWN__R_LEFT
czbckdvuxg,candlefish,L_DOWN__R_LEFT
pexomia,orcinus,L_LEFT__R_RIGHT
mpmjerotpr,nonheritor,L_STAY__R_RIGHT
eguziogtrw,rhizophyte,L_LEFT__R_LEFT
dsyitms;,saturnal,L_RIGHT__R_RIGHT
vnstnr.,charnel,L_RIGHT__R_DOWN
ofdfdbdkkuib,prerebellion,L_DOWN__R_LEFT
;.jdnk.h,plushily,L_RIGHT__R_DOWN
jnwj;;l45knt,unsupporting,L_UP__R_DOWN
[us,pya,L_RIGHT__R_RIGHT
7h7g8178597w,unubiquitous,L_UP__R_UP
im3mei3e,unendued,L_UP__R_RIGHT
pwemonoaulphueix,permonosulphuric,L_LEFT__R_STAY
ybdertyb,undertub,L_STAY__R_LEFT
31jkgk4qekq53,equibiradiate,L_UP__R_DOWN
dibu4iw543w,conirostres,L_UP__R_LEFT
giiedqo,hoodcap,L_UP__R_LEFT
bfznolighic,granolithic,L_DOWN__R_STAY
"pbohrt,",ovigerm,L_RIGHT__R_RIGHT
8ffdvodcg89h,irreflection,L_DOWN__R_UP
"dosso,o;ate",dissimilate,L_STAY__R_RIGHT
"fidy,sm",dustman,L_RIGHT__R_RIGHT
rkiwdykq4uq,floscularia,L_UP__R_LEFT
g4omopid4in,bromopicrin,L_UP__R_STAY
",35q,p4[jpiw",metamorphous,L_UP__R_RIGHT
.jvtryks,lucretia,L_RIGHT__R_DOWN
dqne3lqg4q,candelabra,L_UP__R_STAY
0shg8dy,panfish,L_RIGHT__R_UP
bibsbsogituv,nonanaphoric,L_RIGHT__R_LEFT
gimq,buna,L_UP__R_RIGHT
bebbe,benne,L_STAY__R_LEFT
pqnodh3,panoche,L_UP__R_STAY
nlnewawecw,nonreserve,L_LEFT__R_DOWN
jnfkddrmn.rf,undissembled,L_RIGHT__R_DOWN
0q0647w,papyrus,L_UP__R_UP
siccomote,succinite,L_STAY__R_RIGHT
g9jc9c,tomcod,L_DOWN__R_UP
polyloty,polylogy,L_UP__R_STAY
w23q5233e,sweatweed,L_UP__R_DOWN
u97fhzo8xj,journalism,L_DOWN__R_UP
nlnxlnawnr,nonconsent,L_LEFT__R_DOWN
gubcdfkubbx,hinderlings,L_DOWN__R_LEFT
astrl;nlbka,astrophobia,L_STAY__R_DOWN
zbgdcfzk,anhedral,L_DOWN__R_LEFT
bknrs,vinea,L_RIGHT__R_DOWN
xoaropnwumopwzy,costopneumopexy,L_LEFT__R_STAY
buckszxh,buckwash,L_DOWN__R_STAY
keu,kru,L_LEFT__R_STAY
tjggksnnllf,ruffianhood,L_RIGHT__R_DOWN
jnnarblred,unharbored,L_STAY__R_DOWN
"scjostpsp,a",schistosoma,L_STAY__R_RIGHT
omcpmxdaidmgmdxx,inconsequentness,L_DOWN__R_RIGHT
;fdknnzbkg,preinhabit,L_DOWN__R_DOWN
"vjn,df",funker,L_DOWN__R_DOWN
omvop;zgdmdxx,inviolateness,L_DOWN__R_RIGHT
slbrololsnisl,alveololabial,L_RIGHT__R_STAY
nka;ankzw,hispanize,L_LEFT__R_DOWN
nh;lnhcnkjm,hyponychium,L_STAY__R_DOWN
jncdxkfljxndxx,undesirousness,L_DOWN__R_DOWN
",nq;wqd,",knapsack,L_UP__R_DOWN
;ewxj.rkcarkln,precultivation,L_LEFT__R_DOWN
nondear,nonfrat,L_LEFT__R_STAY
qntuilliro4m,anguilliform,L_UP__R_STAY
suaoeioieruibarwkt,disproportionately,L_LEFT__R_LEFT
areanswe,strander,L_LEFT__R_STAY
"3mepm3i4oi,",endoneurium,L_UP__R_RIGHT
"z.dj,dmkc",aleukemic,L_DOWN__R_DOWN
wqlpiro4m,salpiform,L_UP__R_STAY
qarweva8oafw,waterbailage,L_LEFT__R_UP
fdcjfvl;zgdng,recurvopatent,L_DOWN__R_DOWN
nusdustrubyte,misdistribute,L_STAY__R_LEFT
zcydh9czf0,achenocarp,L_DOWN__R_UP
oma[wxr,inspect,L_LEFT__R_RIGHT
iczfiz,icaria,L_DOWN__R_STAY
u7ffweha7r,juggernaut,L_LEFT__R_UP
"gryyrt.lv,",fetterlock,L_RIGHT__R_DOWN
y9nh9n,hobnob,L_RIGHT__R_UP
6aei,yark,L_LEFT__R_UP
"[pdyfos[jtsh,syov",postdiaphragmatic,L_RIGHT__R_RIGHT
cakvadis,calvados,L_STAY__R_LEFT
frpcl;ess,frockless,L_STAY__R_RIGHT
07owq58o3,pulsatile,L_UP__R_UP
jaubfa,kainga,L_LEFT__R_LEFT
jw[ra[psox,heptapodic,L_LEFT__R_RIGHT
ogixogifu,phosphori,L_DOWN__R_LEFT
d7og9hr0yyysor8h,sulfonephthalein,L_RIGHT__R_UP
7h89v7ost,uniocular,L_RIGHT__R_UP
nlfflfkxg,horrorist,L_DOWN__R_DOWN
xgz0y6o8c,staphylic,L_DOWN__R_UP
trgkrvyrfkt,reflectedly,L_RIGHT__R_LEFT
giw3suouw,bisexuous,L_UP__R_STAY
vzb8h80dhhzgd,vaginipennate,L_DOWN__R_UP
antkdlrcas,antidorcas,L_STAY__R_DOWN
dolo4qgl3n3ww,colorableness,L_UP__R_STAY
aivxpmaxopia,subconscious,L_LEFT__R_RIGHT
5ho4qdoqd4omiql,thoracoacromial,L_UP__R_STAY
eqyuoibderabct,equiponderancy,L_STAY__R_LEFT
swhse9jwrwe,dendrometer,L_LEFT__R_UP
j6o9y698e3qh,mylohyoidean,L_UP__R_UP
reunorusib,reimprison,L_STAY__R_LEFT
8c89ozgf6,idiolatry,L_DOWN__R_UP
hjmz,yuma,L_DOWN__R_DOWN
ruwwuo3w,fissipes,L_UP__R_LEFT
vaak.,basil,L_LEFT__R_DOWN
sej8beuah,semibejan,L_STAY__R_UP
oiktbrabcgua,polybranchia,L_STAY__R_LEFT
wprb;e,worble,L_STAY__R_RIGHT
d;k;nhxkx,epiphysis,L_DOWN__R_DOWN
ahaxaj0a8a,anacampsis,L_LEFT__R_UP
c79h,cuon,L_STAY__R_UP
vwaxav,bescab,L_LEFT__R_RIGHT
";z.m.k,d",palmlike,L_DOWN__R_DOWN
noilrt,boiler,L_RIGHT__R_STAY
nrnhslinr,bengaline,L_RIGHT__R_STAY
njdd,buss,L_RIGHT__R_DOWN
ukwixikirint,ileocolotomy,L_LEFT__R_LEFT
bfzc6xd8xj,bradyseism,L_DOWN__R_UP
gi;o[;old,tuliplike,L_DOWN__R_RIGHT
499w53e,roosted,L_UP__R_UP
demlnl.atrh,demonolatry,L_STAY__R_DOWN
rwnaxw,tenace,L_LEFT__R_DOWN
omcoxgfobigzb;d,indistributable,L_DOWN__R_RIGHT
0aht9cyr9j8sj,pantochromism,L_STAY__R_UP
0yaher9gaj8a,phanerogamia,L_STAY__R_UP
uncdfxluicd,undersluice,L_DOWN__R_STAY
zcj.gnllc,adulthood,L_DOWN__R_DOWN
piyeoyys;,outwittal,L_RIGHT__R_RIGHT
palmixoloua,palmicolous,L_LEFT__R_STAY
nrdyuskuyt,bestiality,L_RIGHT__R_LEFT
5qdy60yqw8q,tachyphasia,L_UP__R_UP
xiooweokarw,copperplate,L_LEFT__R_LEFT
e8z6,rixy,L_LEFT__R_UP
7h8hx7oxarws,uninculcated,L_LEFT__R_UP
ybcgzfgdfdc,unchartered,L_DOWN__R_LEFT
vzgkdxx,fatless,L_DOWN__R_LEFT
eipoeomyinq3,dipodomyinae,L_UP__R_STAY
zfc7zgd,arcuate,L_DOWN__R_UP
cjo;ogox,chilitis,L_DOWN__R_RIGHT
wdq[poe,scapoid,L_UP__R_RIGHT
ingdfvdnzng,intervenant,L_DOWN__R_STAY
"pbrt[su,rmy",overpayment,L_RIGHT__R_RIGHT
y8007fzgd,hippurate,L_DOWN__R_UP
boare,blare,L_STAY__R_UP
hrbryuvudy,geneticist,L_RIGHT__R_LEFT
0red8cat89h,predication,L_STAY__R_UP
ybcifdc,uncored,L_DOWN__R_LEFT
zknclbfz;ndf,zincographer,L_DOWN__R_DOWN
hkiyyudvior,glottiscope,L_RIGHT__R_LEFT
qjq48oo9,amarillo,L_UP__R_UP
ruakqiaw,tuskwise,L_LEFT__R_STAY
fljnt,fount,L_STAY__R_DOWN
dxx.knb,essling,L_DOWN__R_DOWN
mk.lfc,milord,L_DOWN__R_DOWN
"vjsivrtosmod,",chaucerianism,L_RIGHT__R_RIGHT
ofzbjuxgkt,prankishly,L_DOWN__R_LEFT
trubudadi,trinidado,L_STAY__R_LEFT
vibvtvkuvskkt,concyclically,L_RIGHT__R_LEFT
jng.lsed,unglosed,L_STAY__R_DOWN
hsorhs,galega,L_RIGHT__R_UP
d7fao,fugal,L_LEFT__R_UP
narxn,natch,L_LEFT__R_DOWN
ftyneiif,drumwood,L_RIGHT__R_LEFT
mkxgkc,mistic,L_DOWN__R_DOWN
57h8di3e,tunicked,L_UP__R_UP
frgubuyuibrd,definitiones,L_RIGHT__R_LEFT
[im,pun,L_STAY__R_RIGHT
"sa.ewlr,",salework,L_STAY__R_DOWN
p[erci;ar,opercular,L_STAY__R_RIGHT
lvarwrekxa..h,obstetrically,L_LEFT__R_DOWN
ununi5qgly,ununitably,L_UP__R_STAY
axarrweveainws,scatterbrained,L_LEFT__R_STAY
o4ubduoqkb3ww,principalness,L_UP__R_LEFT
dh8e9d8o,cnidocil,L_UP__R_UP
vwoinnwk,bepommel,L_LEFT__R_LEFT
qh3j9o9t8dqo,anemological,L_UP__R_UP
"di,qd3qm",cumacean,L_UP__R_RIGHT
dy7i94,chukor,L_UP__R_UP
assah,assay,L_STAY__R_DOWN
dk..karwe,fillister,L_LEFT__R_DOWN
im;etteromg,unlettering,L_STAY__R_RIGHT
prnysyhioniv,pentathionic,L_RIGHT__R_STAY
"rmhudyp,syofsr",engystomatidae,L_RIGHT__R_RIGHT
imvw;owddi;mwaa,unbelieffulness,L_LEFT__R_RIGHT
sbiwdrio,snowdrop,L_STAY__R_LEFT
rarou,tatou,L_LEFT__R_STAY
rwxib,tecon,L_LEFT__R_LEFT
giid,hood,L_STAY__R_LEFT
mqwon3e,masoned,L_UP__R_STAY
xwbreivaeuxak,centrobarical,L_LEFT__R_LEFT
ptominrnyly,prominently,L_RIGHT__R_STAY
invzxivd,invasive,L_DOWN__R_STAY
q1ip,aquo,L_UP__R_RIGHT
"jd;;dmoxgocox,",hellenisticism,L_DOWN__R_RIGHT
xoufg,spirt,L_DOWN__R_LEFT
fwii9ra,gekkota,L_LEFT__R_UP
cpmgfzxgomb;u,contrastingly,L_DOWN__R_RIGHT
recinoyte,recompute,L_STAY__R_LEFT
nontrhimrnyrf,nonregimented,L_RIGHT__R_STAY
qlmqt4q,almagra,L_UP__R_STAY
tiyybf,rotund,L_RIGHT__R_LEFT
syyiniyubr,automotive,L_RIGHT__R_LEFT
lcweewrwnrkln,overretention,L_LEFT__R_DOWN
jnsdvg,unweft,L_DOWN__R_DOWN
04394tqh8aq589h,preorganization,L_UP__R_UP
grsyyrtgre,featherfew,L_RIGHT__R_UP
czcc8cdc,caddiced,L_DOWN__R_UP
t433hgq4i,greenbark,L_UP__R_UP
dxzcdfbdxcdhg,exacerbescent,L_DOWN__R_UP
ryhyl,ethyl,L_RIGHT__R_STAY
gq49173,baroque,L_UP__R_UP
oeawawerun,praesertim,L_LEFT__R_LEFT
ju[ercovo;ozed,hypercivilized,L_STAY__R_RIGHT
vk.k;knkzzgkln,filipinization,L_DOWN__R_DOWN
y90r8yr,hopeite,L_RIGHT__R_UP
omdeomhrt,inswinger,L_RIGHT__R_RIGHT
arewaadully,stressfully,L_LEFT__R_STAY
bspohtsphy,vapography,L_RIGHT__R_STAY
"kq,3womq",jamesina,L_UP__R_RIGHT
imxommombmdxx,unsinningness,L_DOWN__R_RIGHT
0r9faheo6,profanely,L_STAY__R_UP
yekdyrf.h,twistedly,L_RIGHT__R_DOWN
d.jlranra.kx,fluotantalic,L_LEFT__R_DOWN
pw3ueogiolotidql,pseudobiological,L_UP__R_STAY
olohy,ology,L_RIGHT__R_STAY
pquw3l3ww,pauseless,L_UP__R_STAY
clast,coast,L_STAY__R_DOWN
omczcpmogomd,indaconitine,L_DOWN__R_RIGHT
lflnyl;nlts.,odontophoral,L_RIGHT__R_DOWN
cuzkibuxguczkkt,dialogistically,L_DOWN__R_LEFT
unvofcibly,unforcibly,L_DOWN__R_STAY
img3;o3rri;m3ww,unbelieffulness,L_UP__R_RIGHT
nwsykka,medulla,L_LEFT__R_LEFT
warraga.,warragal,L_STAY__R_DOWN
ybubrgeibws,uninthroned,L_LEFT__R_LEFT
jnf3n343q.,unvenereal,L_UP__R_DOWN
sc.erldermaceae,sclerodermaceae,L_STAY__R_DOWN
juyyrbgrstyrf,kittenhearted,L_RIGHT__R_LEFT
0ehhate,pennate,L_STAY__R_UP
8hh98hh,ingoing,L_RIGHT__R_UP
nknvlm;ll;nllf,nincompoophood,L_RIGHT__R_DOWN
nerb.et,herblet,L_STAY__R_DOWN
"i;gfzfdvomd,dmg",ultrarefinement,L_DOWN__R_RIGHT
biixgdf,booster,L_DOWN__R_LEFT
ao8r7ef8xao,aliturgical,L_LEFT__R_UP
;4ld3wwq.,processal,L_UP__R_DOWN
x08idsddc,spikeweed,L_DOWN__R_UP
cdszgdf,dewater,L_DOWN__R_RIGHT
ubjgirbust,inkhornist,L_STAY__R_LEFT
bibw5idj,nonstock,L_UP__R_LEFT
;amtaca,lantaca,L_STAY__R_RIGHT
a;p[[afw,sloppage,L_LEFT__R_RIGHT
njt3.k53,hugelite,L_UP__R_DOWN
bpmzz;p,gonzalo,L_DOWN__R_RIGHT
hyourwe,jupiter,L_LEFT__R_LEFT
ybkzybg,unlaugh,L_DOWN__R_LEFT
imwd4i[i;piwm3ww,unscrupulousness,L_UP__R_RIGHT
4j5q53,rutate,L_UP__R_DOWN
geubz,heinz,L_STAY__R_LEFT
c8xc9hhdcg89h,disconnection,L_DOWN__R_UP
x9hxwehjwhr,concernment,L_LEFT__R_UP
oistruder,postrider,L_STAY__R_LEFT
k4q5ot3nid,kratogenic,L_UP__R_STAY
odryfioifusk,pseudopodial,L_RIGHT__R_LEFT
unnyburt,immunity,L_LEFT__R_LEFT
7hfrv8frfo6,undecidedly,L_RIGHT__R_UP
;larxwna.,postcenal,L_LEFT__R_DOWN
rqd3jq4i,facemark,L_UP__R_UP
nwxroxalyxinw,nectocalycine,L_LEFT__R_STAY
diksyus,solatia,L_RIGHT__R_LEFT
gtlxrn,frozen,L_RIGHT__R_DOWN
ei2u3uwn,dowieism,L_UP__R_LEFT
yrdyunibuyn,testimonium,L_RIGHT__R_LEFT
rp4eqg;3,fordable,L_UP__R_RIGHT
trsfkpitm,readjourn,L_RIGHT__R_RIGHT
jnqfqk.qg.h,unavailably,L_UP__R_DOWN
xlarwanknf,costeaning,L_LEFT__R_DOWN
xaaxasw,cascade,L_LEFT__R_LEFT
;ahxnlajefwln,psychosurgeon,L_LEFT__R_DOWN
kydytsk,lustral,L_RIGHT__R_LEFT
sqjamlseness,squamoseness,L_STAY__R_DOWN
[4pdj4pmod,prochronic,L_UP__R_RIGHT
rie3idommiwwion34,fideicommissioner,L_UP__R_STAY
eakn,rain,L_LEFT__R_DOWN
.kmnltvnkd,limnorchis,L_RIGHT__R_DOWN
bufnooxdc,burnoosed,L_DOWN__R_STAY
gkrnf.knrdd,fiendliness,L_RIGHT__R_DOWN
im[3qd3qg;u,unpeaceably,L_UP__R_RIGHT
fea;nlrh;w,graphotype,L_LEFT__R_DOWN
[;otj53e,plighted,L_UP__R_RIGHT
jntljcnab.eness,untouchableness,L_STAY__R_DOWN
d99y,soot,L_RIGHT__R_UP
gknhrtekdr,fingerwise,L_RIGHT__R_DOWN
xlumbdfxomd,slumbersome,L_DOWN__R_STAY
"cp,,ptove",commotive,L_STAY__R_RIGHT
g4qa3,braze,L_UP__R_RIGHT
clnzgkvd,conative,L_DOWN__R_DOWN
"ju[weasewma;w,oa",hyperadrenalemia,L_LEFT__R_RIGHT
tj3;q4e,guepard,L_UP__R_DOWN
wqmmi34,sammier,L_UP__R_STAY
swbinubaruibakuar,denominationalist,L_LEFT__R_LEFT
fr0oshr,deplane,L_RIGHT__R_UP
[ewswaxwmr,predescent,L_LEFT__R_RIGHT
gobdg,tibet,L_DOWN__R_RIGHT
swnuiqk,demiowl,L_LEFT__R_LEFT
styjtphsdytsm,arthrogastran,L_RIGHT__R_RIGHT
guarieuxuan,historicism,L_LEFT__R_LEFT
j8jrd8d,mimesis,L_RIGHT__R_UP
qjeawr,wurset,L_LEFT__R_DOWN
baoj8o6,balmily,L_STAY__R_UP
0q4495,parrot,L_UP__R_UP
o;plamp,ilokano,L_STAY__R_RIGHT
trn796,rebuoy,L_RIGHT__R_UP
drsminh,seaming,L_RIGHT__R_STAY
un5qp3w54i3e,untapestried,L_UP__R_STAY
gsbdrk,hansel,L_RIGHT__R_LEFT
w[oxaira,epicauta,L_LEFT__R_RIGHT
a;lrr.w,spottle,L_LEFT__R_DOWN
g3wjql3,beshake,L_UP__R_RIGHT
focpodes,ficoides,L_STAY__R_RIGHT
3h90549jqhd6,enoptromancy,L_UP__R_UP
xzj.kd,saulie,L_DOWN__R_DOWN
7h8rad8ate,uniradiate,L_STAY__R_UP
cyr8sjat8he,chrismatine,L_STAY__R_UP
cixpfopofgionzgdly,disproportionately,L_DOWN__R_STAY
rcrvtsyuib,execration,L_RIGHT__R_LEFT
43omdq4mq5opmow5,reincarnationist,L_UP__R_RIGHT
9veryead,overhead,L_STAY__R_UP
nacgubert,machinery,L_STAY__R_LEFT
palmidweoua,palmiferous,L_LEFT__R_STAY
unlivwearws,unliberated,L_LEFT__R_STAY
rlu5534,flutter,L_UP__R_STAY
",35q[jqw3",metaphase,L_UP__R_RIGHT
sflnbdc,wronged,L_DOWN__R_DOWN
xcygdkkuokzbgzf,scutelliplantar,L_DOWN__R_LEFT
if34riykkt,overfoully,L_UP__R_LEFT
yesu,tway,L_RIGHT__R_RIGHT
ty8hroshfrt,rhinelander,L_RIGHT__R_UP
nybvgukt,bunchily,L_RIGHT__R_LEFT
wdqnwo4iouw,scansorious,L_UP__R_STAY
p4in5qgili5y,printability,L_UP__R_STAY
ckxxlnzng.h,dissonantly,L_DOWN__R_DOWN
d9w0y343e,cosphered,L_UP__R_UP
svy8h9vt8h8f,actinocrinid,L_RIGHT__R_UP
"aiv;o,wmwaa",sublimeness,L_LEFT__R_RIGHT
gtdragigt,hydragogy,L_STAY__R_LEFT
e8xrhrfhrdd,wizenedness,L_RIGHT__R_UP
;q5n35kdq53,patheticate,L_UP__R_DOWN
"s,rysnp;os",ametabolia,L_RIGHT__R_RIGHT
on5ot3nid,ontogenic,L_UP__R_STAY
cdozcf8jzg89h,delacrimation,L_DOWN__R_UP
"aitp,at",automat,L_STAY__R_RIGHT
dntljf.rdd,shroudless,L_RIGHT__R_DOWN
otrdysnukudn,prestabilism,L_RIGHT__R_LEFT
se7jvwar,drumbeat,L_LEFT__R_UP
d9jg743he9,comburendo,L_UP__R_UP
aexhoarwnoaia,archostenosis,L_LEFT__R_STAY
tabbabke,tannable,L_STAY__R_LEFT
w34qog,seraph,L_UP__R_LEFT
prtitrvysl,perirectal,L_RIGHT__R_STAY
qd4ogq5iwm,acrobatism,L_UP__R_STAY
f8oo8hgo6,fillingly,L_STAY__R_UP
p4q;o5u,orality,L_UP__R_RIGHT
jn3nrl4d3qg.3,unenforceable,L_UP__R_DOWN
58ty5w,tights,L_UP__R_UP
q;;3q.knt.h,appealingly,L_UP__R_DOWN
iyrvkwar,outbleat,L_LEFT__R_LEFT
[4pwp[p[p3oq,prosopopoeia,L_UP__R_RIGHT
;paaaxwpia,loasaceous,L_LEFT__R_RIGHT
qewakdul,wreakful,L_LEFT__R_STAY
d9ewv9s6,forebody,L_LEFT__R_UP
tr09d8y,reposit,L_RIGHT__R_UP
xzxuvfzbiyx,saxifragous,L_DOWN__R_LEFT
